Year,City,Type of structure,Type of unit,Rent Price
2021,Hawkesbury,Apartment structures of six units and over,One bedroom units,538.0
2021,Hawkesbury,Apartment structures of six units and over,Two bedroom units,661.0
2021,Barrie,Row and apartment structures of three units and over,Bachelor units,979.0
2021,Barrie,Row and apartment structures of three units and over,One bedroom units,1286.0
2021,Barrie,Row and apartment structures of three units and over,Two bedroom units,1502.0
2021,Barrie,Row and apartment structures of three units and over,Three bedroom units,1639.0
2021,Barrie,Row structures of three units and over,Three bedroom units,1666.0
2021,Barrie,Apartment structures of three units and over,Bachelor units,979.0
2021,Barrie,Apartment structures of three units and over,One bedroom units,1286.0
2021,Barrie,Apartment structures of three units and over,Two bedroom units,1502.0
2021,Barrie,Apartment structures of three units and over,Three bedroom units,1592.0
2021,Barrie,Apartment structures of six units and over,Bachelor units,987.0
2021,Barrie,Apartment structures of six units and over,One bedroom units,1311.0
2021,Barrie,Apartment structures of six units and over,Two bedroom units,1518.0
2021,Barrie,Apartment structures of six units and over,Three bedroom units,1619.0
2021,Belleville,Row and apartment structures of three units and over,Bachelor units,876.0
2021,Belleville,Row and apartment structures of three units and over,One bedroom units,1074.0
2021,Belleville,Row and apartment structures of three units and over,Two bedroom units,1166.0
2021,Belleville,Row and apartment structures of three units and over,Three bedroom units,1382.0
2021,Belleville,Row structures of three units and over,Two bedroom units,950.0
2021,Belleville,Apartment structures of three units and over,Bachelor units,876.0
2021,Belleville,Apartment structures of three units and over,One bedroom units,1076.0
2021,Belleville,Apartment structures of three units and over,Two bedroom units,1174.0
2021,Belleville,Apartment structures of three units and over,Three bedroom units,1531.0
2021,Belleville,Apartment structures of six units and over,Bachelor units,910.0
2021,Belleville,Apartment structures of six units and over,One bedroom units,1102.0
2021,Belleville,Apartment structures of six units and over,Two bedroom units,1188.0
2021,Belleville,Apartment structures of six units and over,Three bedroom units,1787.0
2021,Bracebridge,Row and apartment structures of three units and over,One bedroom units,905.0
2021,Bracebridge,Row and apartment structures of three units and over,Two bedroom units,1195.0
2021,Bracebridge,Apartment structures of three units and over,One bedroom units,905.0
2021,Bracebridge,Apartment structures of three units and over,Two bedroom units,1195.0
2021,Bracebridge,Apartment structures of six units and over,One bedroom units,920.0
2021,Bracebridge,Apartment structures of six units and over,Two bedroom units,1197.0
2021,Brantford,Row and apartment structures of three units and over,Bachelor units,879.0
2021,Brantford,Row and apartment structures of three units and over,One bedroom units,1116.0
2021,Brantford,Row and apartment structures of three units and over,Two bedroom units,1207.0
2021,Brantford,Row and apartment structures of three units and over,Three bedroom units,1288.0
2021,Brantford,Row structures of three units and over,Two bedroom units,1248.0
2021,Brantford,Row structures of three units and over,Three bedroom units,1349.0
2021,Brantford,Apartment structures of three units and over,Bachelor units,879.0
2021,Brantford,Apartment structures of three units and over,One bedroom units,1116.0
2021,Brantford,Apartment structures of three units and over,Two bedroom units,1203.0
2021,Brantford,Apartment structures of three units and over,Three bedroom units,1231.0
2021,Brantford,Apartment structures of six units and over,Bachelor units,879.0
2021,Brantford,Apartment structures of six units and over,One bedroom units,1122.0
2021,Brantford,Apartment structures of six units and over,Two bedroom units,1266.0
2021,Brantford,Apartment structures of six units and over,Three bedroom units,1396.0
2021,Brighton,Row and apartment structures of three units and over,Two bedroom units,1034.0
2021,Brighton,Apartment structures of three units and over,Two bedroom units,1034.0
2021,Brock,Row and apartment structures of three units and over,One bedroom units,888.0
2021,Brock,Row and apartment structures of three units and over,Two bedroom units,909.0
2021,Brock,Apartment structures of three units and over,One bedroom units,888.0
2021,Brock,Apartment structures of three units and over,Two bedroom units,909.0
2021,Brock,Apartment structures of six units and over,One bedroom units,888.0
2021,Brock,Apartment structures of six units and over,Two bedroom units,909.0
2021,Brockville,Row and apartment structures of three units and over,Bachelor units,766.0
2021,Brockville,Row and apartment structures of three units and over,One bedroom units,872.0
2021,Brockville,Row and apartment structures of three units and over,Two bedroom units,1022.0
2021,Brockville,Row and apartment structures of three units and over,Three bedroom units,1148.0
2021,Brockville,Apartment structures of three units and over,Bachelor units,768.0
2021,Brockville,Apartment structures of three units and over,One bedroom units,879.0
2021,Brockville,Apartment structures of three units and over,Two bedroom units,1024.0
2021,Brockville,Apartment structures of three units and over,Three bedroom units,1154.0
2021,Brockville,Apartment structures of six units and over,Bachelor units,774.0
2021,Brockville,Apartment structures of six units and over,One bedroom units,914.0
2021,Brockville,Apartment structures of six units and over,Two bedroom units,1033.0
2021,Brockville,Apartment structures of six units and over,Three bedroom units,1196.0
2021,Centre Wellington,Row and apartment structures of three units and over,One bedroom units,1155.0
2021,Centre Wellington,Row and apartment structures of three units and over,Two bedroom units,1411.0
2021,Centre Wellington,Apartment structures of three units and over,One bedroom units,1155.0
2021,Centre Wellington,Apartment structures of three units and over,Two bedroom units,1411.0
2021,Centre Wellington,Apartment structures of six units and over,One bedroom units,1226.0
2021,Centre Wellington,Apartment structures of six units and over,Two bedroom units,1450.0
2021,Chatham-Kent,Row and apartment structures of three units and over,One bedroom units,807.0
2021,Chatham-Kent,Row and apartment structures of three units and over,Two bedroom units,913.0
2021,Chatham-Kent,Row and apartment structures of three units and over,Three bedroom units,857.0
2021,Chatham-Kent,Row structures of three units and over,One bedroom units,662.0
2021,Chatham-Kent,Row structures of three units and over,Two bedroom units,821.0
2021,Chatham-Kent,Row structures of three units and over,Three bedroom units,947.0
2021,Chatham-Kent,Apartment structures of three units and over,One bedroom units,811.0
2021,Chatham-Kent,Apartment structures of three units and over,Two bedroom units,921.0
2021,Chatham-Kent,Apartment structures of three units and over,Three bedroom units,850.0
2021,Chatham-Kent,Apartment structures of six units and over,Bachelor units,682.0
2021,Chatham-Kent,Apartment structures of six units and over,One bedroom units,834.0
2021,Chatham-Kent,Apartment structures of six units and over,Two bedroom units,949.0
2021,Chatham-Kent,Apartment structures of six units and over,Three bedroom units,1140.0
2021,Cobourg,Row and apartment structures of three units and over,One bedroom units,1082.0
2021,Cobourg,Row and apartment structures of three units and over,Two bedroom units,1228.0
2021,Cobourg,Row and apartment structures of three units and over,Three bedroom units,1512.0
2021,Cobourg,Apartment structures of three units and over,One bedroom units,1082.0
2021,Cobourg,Apartment structures of three units and over,Two bedroom units,1345.0
2021,Cobourg,Apartment structures of three units and over,Three bedroom units,1512.0
2021,Cobourg,Apartment structures of six units and over,One bedroom units,1105.0
2021,Cobourg,Apartment structures of six units and over,Two bedroom units,1326.0
2021,Cobourg,Apartment structures of six units and over,Three bedroom units,1512.0
2021,Collingwood,Row and apartment structures of three units and over,One bedroom units,1132.0
2021,Collingwood,Row and apartment structures of three units and over,Two bedroom units,1229.0
2021,Collingwood,Apartment structures of three units and over,One bedroom units,1132.0
2021,Collingwood,Apartment structures of three units and over,Two bedroom units,1229.0
2021,Collingwood,Apartment structures of six units and over,One bedroom units,1153.0
2021,Collingwood,Apartment structures of six units and over,Two bedroom units,1207.0
2021,Cornwall,Row and apartment structures of three units and over,Bachelor units,746.0
2021,Cornwall,Row and apartment structures of three units and over,One bedroom units,795.0
2021,Cornwall,Row and apartment structures of three units and over,Two bedroom units,980.0
2021,Cornwall,Row and apartment structures of three units and over,Three bedroom units,1160.0
2021,Cornwall,Row structures of three units and over,Two bedroom units,957.0
2021,Cornwall,Row structures of three units and over,Three bedroom units,1397.0
2021,Cornwall,Apartment structures of three units and over,Bachelor units,746.0
2021,Cornwall,Apartment structures of three units and over,One bedroom units,795.0
2021,Cornwall,Apartment structures of three units and over,Two bedroom units,981.0
2021,Cornwall,Apartment structures of three units and over,Three bedroom units,1087.0
2021,Cornwall,Apartment structures of six units and over,Bachelor units,808.0
2021,Cornwall,Apartment structures of six units and over,One bedroom units,881.0
